adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,isbook
False,/lIyNUZbIeEwWpaWXAO5gnciB8Dq.jpg,,175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,652,tt0332452,en,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",27.410421000000003,/edMlij7nw2NMla32xskDnzMCFBM.jpg,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Radiant Productions', 'id': 18990}, {'name': 'Helena Productions', 'id': 19107}, {'name': 'Latina Pictures', 'id': 19108}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MT', 'name': 'Malta'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2004-05-13,497409852,163.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,For passion. For honor. For destiny. For victory. For love.,Troy,False,6.9,3432,0
False,/AcXCaPRB037DZoZZ2cJzRSxrNBP.jpg,,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,5255,tt0338348,en,The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",27.39845,/2NETsNUxcfBdKtq3W5YbT9O03Ak.jpg,"[{'name': 'Golden Mean', 'id': 1867}, {'name': 'Playtone', 'id': 4171}, {'name': 'ImageMovers', 'id': 11395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-11-10,305875730,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This holiday season... believe.,The Polar Express,False,6.5,1882,0
False,/uoEGDW5hgEjV14XVIaB0ImqSHgx.jpg,,55000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",http://www.everestmovie.com/,253412,tt2719848,en,Everest,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",27.376022,/t3ELL46AnqjS9djz1vEVh4MpKv0.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Free State Pictures', 'id': 40106}, {'name': 'RVK Studios', 'id': 62693}]","[{'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-09-10,203427584,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Storm Awaits.,Everest,False,6.7,2063,0
False,/iOzO4kHoGhkzfP0ZlF4oW8QphCg.jpg,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",http://www.thebeatlesliveproject.com/,391698,tt2531318,en,The Beatles: Eight Days a Week - The Touring Years,"The band stormed Europe in 1963, and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However the relentless pressure of such unprecedented fame, that in 1966 became uncontrollable turmoil, led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music.",27.361539,/uv7syi4vRyjvWoB8qExbqnbuCu5.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Apple Corps', 'id': 3797}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-15,12283800,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The band you know. The story you don't.,The Beatles: Eight Days a Week - The Touring Years,False,7.6,109,0
False,/fdDTA06o5e7MRXnTGAf4EygL2MJ.jpg,,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",http://www.straightouttacompton.com/,277216,tt1398426,en,Straight Outta Compton,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebelsâ€”armed only with their lyrics, swagger, bravado and raw talentâ€”stood up to the authorities that meant to keep them down and formed the worldâ€™s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",27.321175,/X7S1RtotXOZNV7OlgCfh5VKZSB.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Cube Vision', 'id': 2780}, {'name': 'Broken Chair Flickz', 'id': 63924}, {'name': 'Crucial Films', 'id': 63925}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-08-13,201634991,147.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Story of N.W.A.,Straight Outta Compton,False,7.7,1560,0
False,/nyl1fNn9JguXGTtDl8tES75fSF8.jpg,,35000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.theinternmovie.com/,257211,tt2361509,en,The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",27.303929999999998,/vQ7oVX2j7BnMDYyzuFeG1epqvGb.jpg,"[{'name': 'Waverly Films', 'id': 735}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-24,194564672,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Experience never gets old,The Intern,False,7.1,2232,0
False,/bk6TT6GYss9qBmNoJ6HqHtHLahw.jpg,,55000000,"[{'id': 37, 'name': 'Western'}]",http://www.310toyumathefilm.com/,5176,tt0381849,en,3:10 to Yuma,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",27.283288,/9Nwkh0eQmkymEOR0ovAALtjSIZW.jpg,"[{'name': 'Tree Line Films', 'id': 84}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Yuma', 'id': 10880}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-09-06,70016220,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Time waits for one man.,3:10 to Yuma,False,7.0,1358,0
False,/3md49VBCeqY6MSNyAVY6d5eC6bA.jpg,"{'id': 119674, 'name': 'Psycho Collection', 'poster_path': '/29pDqAgmb4idzWzuZncoT7LZplA.jpg', 'backdrop_path': '/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg'}",806948,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,539,tt0054215,en,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fineâ€¦ until Marion decides to take a shower.",27.263656,/81d8oyEFgj7FlxJqSDXWr8JH8kV.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Shamley Productions', 'id': 10717}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1960-06-16,32000000,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,False,8.3,2976,0
False,/qf59pVUHbY9z0Ke9Jg6HQghNJhM.jpg,"{'id': 179892, 'name': 'Kick-Ass Collection', 'poster_path': '/2UzHizIS6Z87ocDdY4TALPj1EqD.jpg', 'backdrop_path': '/fYMsCXEMguNlSORJIHydfBgOnty.jpg'}",28000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,23483,tt1250777,en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",27.251082,/yZFrniO6qSwjTCosStXweYtczGT.jpg,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Marv Films', 'id': 5374}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-22,96188903,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Shut up. Kick ass.,Kick-Ass,False,7.1,5364,0
False,/jYhKFJng6KOot8lopXkgofsTpgM.jpg,,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",http://www.universalstudiosentertainment.com/hot-fuzz/,4638,tt0425112,en,Hot Fuzz,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",27.176653,/5Jx6s6VXnunh8wCLgR0YgjwSgjh.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Big Talk Productions', 'id': 443}, {'name': 'StudioCanal', 'id': 694}, {'name': 'GAGA', 'id': 3656}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2007-02-14,80573774,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Big cops. Small town. Moderate violence.,Hot Fuzz,False,7.5,2640,0
False,/3kPTAFgx2BftDOexBe41k8kqSRD.jpg,"{'id': 10924, 'name': 'From Dusk Till Dawn Collection', 'poster_path': '/a156nAy5ZTGXlO5wgfvnF26aaDB.jpg', 'backdrop_path': '/oIJQPVy33uxBAu9LMXwjsgHLyxP.jpg'}",19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.miramax.com/movie/from-dusk-till-dawn/,755,tt0116367,en,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",27.166437,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,"[{'name': 'A Band Apart', 'id': 59}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Los Hooligans Productions', 'id': 11705}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-19,25836616,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,False,6.9,1954,0
False,/2ilkOrmTcJdYonmMJh1NFGUSw3R.jpg,"{'id': 85943, 'name': 'Night at the Museum Collection', 'poster_path': '/q2nwE0Qi8U6tsU5HDmiWS2D3dSJ.jpg', 'backdrop_path': '/9YJLEgVVzEvGRJ0IzYf7RBnYx1k.jpg'}",150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://www.nightatthemuseummovie.com,18360,tt1078912,en,Night at the Museum: Battle of the Smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",27.136105999999998,/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Dune Entertainment', 'id': 444}, {'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Museum Canada Productions', 'id': 10224}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2009-05-20,413106170,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,When the lights go off the battle is on.,Night at the Museum: Battle of the Smithsonian,False,5.9,2481,0
False,/lWU9q6992huj0TPi53kemgYGPo8.jpg,"{'id': 52985, 'name': 'Wrong Turn Collection', 'poster_path': '/dtfQY5ZxvdHNG4HqNDy0ifwk1q6.jpg', 'backdrop_path': '/32IsLLCoj3mIkZbLfCKSXZVqd3k.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,71672,tt1865567,en,Wrong Turn 4: Bloody Beginnings,"Follows a group of friends that decide to go snowmobiling during their winter break. They make a ""wrong turn"", getting lost in a storm.",27.09098,/ogAYr3SdD5j2bFRX5briSOhe0Rw.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Twentieth Century Fox Home Entertainment', 'id': 10999}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-10-17,0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,These hillbillies are going crazy.,Wrong Turn 4: Bloody Beginnings,False,5.2,259,0
False,/mqMGZIMKg2tGEkcuSduAxWAL7UF.jpg,"{'id': 178106, 'name': 'Darko Collection', 'poster_path': '/4Oj6ctBucsLvkbKsQMDaDXXR5cu.jpg', 'backdrop_path': '/hja7IzXp6how8eD1WHriI386TGY.jpg'}",6000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,141,tt0246578,en,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",27.079029,/nmb4QhCRmdfNP6rgb81yUFgI83l.jpg,"[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Flower Films', 'id': 2214}, {'name': 'Adam Fields Productions', 'id': 3334}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-18,1270522,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can never go too far,Donnie Darko,False,7.7,4336,0
False,/1X6F9OvfaWl6AGcCdqYl8icxG9z.jpg,,40000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,745,tt0167404,en,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",27.075988,/imps263dHNe3SuoaAJORZyNTdDT.jpg,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Barry Mendel Productions', 'id': 17032}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-08-06,672806292,107.0,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Not every gift is a blessing.,The Sixth Sense,False,7.7,3801,0
False,/yogIqTNfrDIybDQTGPDawi409PD.jpg,,31000000,"[{'id': 18, 'name': 'Drama'}]",http://www.paramount.com/flight,87502,tt1907668,en,Flight,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",27.052626,/8XEbkjgorAm9xk15mF63jqJ4ByV.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}, {'name': 'ImageMovers', 'id': 11395}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-11-02,161772375,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Flight,False,6.5,2712,0
False,/jmlMLYEsYY1kRc5qHIyTdxCeVmZ.jpg,,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.thebigshortmovie.com/,318846,tt1596363,en,The Big Short,The men who made millions from a global economic meltdown.,26.999945,/p11Ftd4VposrAzthkhF53ifYZRl.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Regency Enterprises', 'id': 508}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-12-11,133346506,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This is a true story.,The Big Short,False,7.3,3147,0
False,/zAZdEjBlQSywUjY2TQKso1aNvwN.jpg,,25000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://www.uphe.com/movies/legend-2015,276907,tt3569230,en,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",26.975327000000004,/nXXI1MCJ0ugMetJ5Qn7ofDXANxf.jpg,"[{'name': 'Working Title Films', 'id': 10163}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2015-09-09,42972994,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Love, fight, live, rule like a legend.",Legend,False,6.7,1147,0
